
Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
"Lactated Ringers Injection","B. Braun Medical Inc.","800-227-2862","Lactated Ringers, Injection, .02 g/100 mL; .03 g/100 mL; .6 g/100 mL; .31 g/100 mL (NDC 0264-7500-00)","Reverified","09/16/2025","Unavailable","Product not yet launched","","Other","Endocrinology/Metabolism; Gastroenterology; Other","Current","","","10/11/2024","","","","","","",""
"Lactated Ringers Injection","B. Braun Medical Inc.","800-227-2862","Lactated Ringers, Injection, .02 g/100 mL; .03 g/100 mL; .6 g/100 mL; .31 g/100 mL (NDC 0264-7750-00)","Reverified","09/16/2025","Available","","","","Endocrinology/Metabolism; Gastroenterology; Other","Current","","","10/11/2024","","","","","","",""
"Lactated Ringers Injection","B. Braun Medical Inc.","800-227-2862","Lactated Ringers, Injection, .02 g/100 mL; .03 g/100 mL; .6 g/100 mL; .31 g/100 mL (NDC 0264-7750-10)","Reverified","09/16/2025","Available","","","","Endocrinology/Metabolism; Gastroenterology; Other","Current","","","10/11/2024","","","","","","",""
"Lactated Ringers Injection","B. Braun Medical Inc.","800-227-2862","Lactated Ringers, Injection, .02 g/100 mL; .03 g/100 mL; .6 g/100 mL; .31 g/100 mL (NDC 0264-7750-20)","Reverified","09/16/2025","Available","","","","Endocrinology/Metabolism; Gastroenterology; Other","Current","","","10/11/2024","","","","","","",""
"Lactated Ringers Injection","B. Braun Medical Inc.","800-227-2862","Lactated Ringers, Injection, .02 g/100 mL; 5 g/100 mL; .03 g/100 mL; .6 g/100 mL; .31 g/100 mL (NDC 0264-7751-00)","Reverified","09/16/2025","Available","","","","Endocrinology/Metabolism; Gastroenterology; Other","Current","","","10/11/2024","","","","","","",""
"Lactated Ringers Injection","B. Braun Medical Inc.","800-227-2862","Lactated Ringers, Injection, .02 g/100 mL; 5 g/100 mL; .03 g/100 mL; .6 g/100 mL; .31 g/100 mL (NDC 0264-7751-10)","Reverified","09/16/2025","Available","","","","Endocrinology/Metabolism; Gastroenterology; Other","Current","","","10/11/2024","","","","","","",""
"Leucovorin Calcium Injection","Slate Run Pharmaceuticals","888-447-0095","Leucovorin Calcium, Injection, 350 mg (NDC 70436-119-80)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Slate Run Pharmaceuticals","888-447-0095","Leucovorin Calcium, Injection, 50 mg (NDC 70436-116-82)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Slate Run Pharmaceuticals","888-447-0095","Leucovorin Calcium, Injection, 100 mg (NDC 70436-117-80)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Slate Run Pharmaceuticals","888-447-0095","Leucovorin Calcium, Injection, 200 mg (NDC 70436-118-80)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Slate Run Pharmaceuticals","888-447-0095","Leucovorin Calcium, Injection, 500 mg (NDC 70436-120-80)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Sagent Pharmaceuticals","866-625-1618","Leucovorin Calcium, Injection, 50 mg/5 mL (NDC 25021-813-10)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Sagent Pharmaceuticals","866-625-1618","Leucovorin Calcium, Injection, 100 mg/10 mL (NDC 25021-814-30)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Sagent Pharmaceuticals","866-625-1618","Leucovorin Calcium, Injection, 200 mg/20 mL (NDC 25021-815-30)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Sagent Pharmaceuticals","866-625-1618","Leucovorin Calcium, Injection, 350 mg/17.5 mL (NDC 25021-816-30)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Fresenius Kabi USA, LLC","888-386-1300","Leucovorin Calcium, Injection, 200 mg/20 mL (NDC 63323-710-50)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Fresenius Kabi USA, LLC","888-386-1300","Leucovorin Calcium Preservative Free, Injection, 500 mg/50 mL (NDC 63323-711-00)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Kindos Pharmaceuticals Co. Ltd.","Meitheal Pharmaceuticals, Inc.: 844-824-8426","Leucovorin Calcium, Injection, 50 mg/5 mL (NDC 71288-160-10)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Kindos Pharmaceuticals Co. Ltd.","Meitheal Pharmaceuticals, Inc.: 844-824-8426","Leucovorin Calcium, Injection, 100 mg/10 mL (NDC 71288-161-20)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Kindos Pharmaceuticals Co. Ltd.","Meitheal Pharmaceuticals, Inc.: 844-824-8426","Leucovorin Calcium, Injection, 200 mg/20 mL (NDC 71288-162-30)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Kindos Pharmaceuticals Co. Ltd.","Meitheal Pharmaceuticals, Inc.: 844-824-8426","Leucovorin Calcium, Injection, 350 mg/17.5 mL (NDC 71288-163-30)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Kindos Pharmaceuticals Co. Ltd.","Meitheal Pharmaceuticals, Inc.: 844-824-8426","Leucovorin Calcium, Injection, 500 mg/50 mL (NDC 71288-164-50)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Leucovorin Calcium, Injection, 50 mg/5 mL (NDC 0143-9555-01)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Leucovorin Calcium, Injection, 100 mg/10 mL (NDC 0143-9554-01)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Leucovorin Calcium, Injection, 200 mg/20 mL (NDC 0143-9553-01)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Leucovorin Calcium, Injection, 350 mg/17.5 mL (NDC 0143-9552-01)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Fresenius Kabi USA, LLC","888-386-1300","Leucovorin Calcium, Injection, 10 mg/1 mL (NDC 63323-631-10)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","03/23/2018","","","","","","",""
"Leucovorin Calcium Injection","Fresenius Kabi USA, LLC","888-386-1300","Leucovorin Calcium, Injection, 10 mg/1 mL (NDC 63323-631-50)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","03/23/2018","","","","","","",""
"Leucovorin Calcium Injection","Mylan Institutional, a Viatris Company","800-796-9526","Leucovorin Calcium Preservative Free, Injection, 100 mg/10 mL (NDC 67457-528-10)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Mylan Institutional, a Viatris Company","800-796-9526","Leucovorin Calcium Preservative Free, Injection, 200 mg/20 mL (NDC 67457-529-20)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Mylan Institutional, a Viatris Company","800-796-9526","Leucovorin Calcium Preservative Free, Injection, 350 mg/17.5 mL (NDC 67457-530-35)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Sagent Pharmaceuticals","866-625-1618","Leucovorin Calcium Preservative Free, Injection, 500 mg/50 mL (NDC 25021-828-50)","Revised","07/08/2025","","","Available","","Oncology; Pediatric","Resolved","07/08/2025","","01/01/2012","","","","","","",""
"Levalbuterol Hydrochloride Solution","Teva Pharmaceuticals USA, Inc.","800-545-8800","Solution, 1.25 mg/.5 mL (NDC 0093-4147-56)","New","10/15/2024","","","","","Pulmonary/Allergy","To Be Discontinued","","10/15/2024","10/15/2024","","","","","","",""
"Levothyroxine Sodium Tablet","EMD Serono, Inc.","888-899-7041","Euthyrox, Tablet, 25 ug (NDC 72305-025-30)","New","07/10/2025","","Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","07/10/2025","07/10/2025","","","","","","",""
"Levothyroxine Sodium Tablet","EMD Serono, Inc.","888-899-7041","Euthyrox, Tablet, 25 ug (NDC 72305-025-90)","New","07/10/2025","","Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","07/10/2025","07/10/2025","","","","","","",""
"Levothyroxine Sodium Tablet","EMD Serono, Inc.","888-899-7041","Euthyrox, Tablet, 50 ug (NDC 72305-050-30)","New","07/10/2025","","Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","07/10/2025","07/10/2025","","","","","","",""
"Levothyroxine Sodium Tablet","EMD Serono, Inc.","888-899-7041","Euthyrox, Tablet, 50 ug (NDC 72305-050-90)","New","07/10/2025","","Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","07/10/2025","07/10/2025","","","","","","",""
"Levothyroxine Sodium Tablet","EMD Serono, Inc.","888-899-7041","Euthyrox, Tablet, 75 ug (NDC 72305-075-30)","New","07/10/2025","","Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","07/10/2025","07/10/2025","","","","","","",""
"Levothyroxine Sodium Tablet","EMD Serono, Inc.","888-899-7041","Euthyrox, Tablet, 75 ug (NDC 72305-075-90)","New","07/10/2025","","Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","07/10/2025","07/10/2025","","","","","","",""
"Levothyroxine Sodium Tablet","EMD Serono, Inc.","888-899-7041","Euthyrox, Tablet, 88 ug (NDC 72305-088-30)","New","07/10/2025","","Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","07/10/2025","07/10/2025","","","","","","",""
"Levothyroxine Sodium Tablet","EMD Serono, Inc.","888-899-7041","Euthyrox, Tablet, 88 ug (NDC 72305-088-90)","New","07/10/2025","","Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","07/10/2025","07/10/2025","","","","","","",""
"Levothyroxine Sodium Tablet","EMD Serono, Inc.","888-899-7041","Euthyrox, Tablet, 100 ug (NDC 72305-100-30)","New","07/10/2025","","Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","07/10/2025","07/10/2025","","","","","","",""
"Levothyroxine Sodium Tablet","EMD Serono, Inc.","888-899-7041","Euthyrox, Tablet, 100 ug (NDC 72305-100-90)","New","07/10/2025","","Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","07/10/2025","07/10/2025","","","","","","",""
"Levothyroxine Sodium Tablet","EMD Serono, Inc.","888-899-7041","Euthyrox, Tablet, 112 ug (NDC 72305-112-30)","New","07/10/2025","","Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","07/10/2025","07/10/2025","","","","","","",""
"Levothyroxine Sodium Tablet","EMD Serono, Inc.","888-899-7041","Euthyrox, Tablet, 112 ug (NDC 72305-112-90)","New","07/10/2025","","Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","07/10/2025","07/10/2025","","","","","","",""
"Levothyroxine Sodium Tablet","EMD Serono, Inc.","888-899-7041","Euthyrox, Tablet, 125 ug (NDC 72305-125-30)","New","07/10/2025","","Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","07/10/2025","07/10/2025","","","","","","",""
"Levothyroxine Sodium Tablet","EMD Serono, Inc.","888-899-7041","Euthyrox, Tablet, 125 ug (NDC 72305-125-90)","New","07/10/2025","","Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","07/10/2025","07/10/2025","","","","","","",""
"Levothyroxine Sodium Tablet","EMD Serono, Inc.","888-899-7041","Euthyrox, Tablet, 137 ug (NDC 72305-137-30)","New","07/10/2025","","Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","07/10/2025","07/10/2025","","","","","","",""
"Levothyroxine Sodium Tablet","EMD Serono, Inc.","888-899-7041","Euthyrox, Tablet, 137 ug (NDC 72305-137-90)","New","07/10/2025","","Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","07/10/2025","07/10/2025","","","","","","",""
"Levothyroxine Sodium Tablet","EMD Serono, Inc.","888-899-7041","Euthyrox, Tablet, 150 ug (NDC 72305-150-30)","New","07/10/2025","","Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","07/10/2025","07/10/2025","","","","","","",""
"Levothyroxine Sodium Tablet","EMD Serono, Inc.","888-899-7041","Euthyrox, Tablet, 150 ug (NDC 72305-150-90)","New","07/10/2025","","Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","07/10/2025","07/10/2025","","","","","","",""
"Levothyroxine Sodium Tablet","EMD Serono, Inc.","888-899-7041","Euthyrox, Tablet, 175 ug (NDC 72305-175-30)","New","07/10/2025","","Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","07/10/2025","07/10/2025","","","","","","",""
"Levothyroxine Sodium Tablet","EMD Serono, Inc.","888-899-7041","Euthyrox, Tablet, 175 ug (NDC 72305-175-90)","New","07/10/2025","","Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","07/10/2025","07/10/2025","","","","","","",""
"Levothyroxine Sodium Tablet","EMD Serono, Inc.","888-899-7041","Euthyrox, Tablet, 200 ug (NDC 72305-200-30)","New","07/10/2025","","Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","07/10/2025","07/10/2025","","","","","","",""
"Levothyroxine Sodium Tablet","EMD Serono, Inc.","888-899-7041","Euthyrox, Tablet, 200 ug (NDC 72305-200-90)","New","07/10/2025","","Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","07/10/2025","07/10/2025","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Lidocaine Hydrochloride, Injection, 10 mg/mL (NDC 55150-251-10)","Revised","09/05/2025","Available","Check wholesalers for inventory","","","Anesthesia","Current","","","06/13/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Lidocaine Hydrochloride, Injection, 10 mg/mL (NDC 55150-252-20)","Revised","09/05/2025","Available","Check wholesalers for inventory","","","Anesthesia","Current","","","06/13/2018","","","","","","",""
